Name,Technology,Perfect,Resources,Alien,Aquarium,Aruldite,Bethlium,Bone,Herbirite,Maamite,Moonlite,Moron,Onion,Paladium,Parasite,Planetarium,Rock,Slate,Solarium,Tedium,Valium,Wood,Yeridium
168,Catapult,FALSE,"((""Slate"", 4),(""Yeridium"", 0.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.5
169,Catapult,FALSE,"((""Moonlite"", 4),(""Yeridium"", 0.5))",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5
170,Catapult,FALSE,"((""Aruldite"", 1),(""Yeridium"", 3.5))",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
171,Catapult,FALSE,"((""Bethlium"", 1),(""Tedium"", 3),(""Yeridium"", 0.5))",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5
172,Catapult,FALSE,"((""Moonlite"", 3),(""Paladium"", 1),(""Yeridium"", 0.5))",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0.5
173,Catapult,FALSE,"((""Moonlite"", 3),(""Planetarium"", 0.5),(""Solarium"", 1))",0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,0,1,0,0,0,0
174,Catapult,TRUE,"((""Bethlium"", 1),(""Moonlite"", 3),(""Yeridium"", 0.5))",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.5
175,Catapult,FALSE,"((""Aruldite"", 1),(""Herbirite"", 0.5),(""Solarium"", 3))",0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0
176,Cannon,FALSE,"((""Bethlium"", 5),(""Bone"", 1))",0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Cannon,FALSE,"((""Bone"", 5),(""Tedium"", 1))",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,Cannon,FALSE,"((""Parasite"", 5),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0
179,Cannon,FALSE,"((""Solarium"", 5),(""Wood"", 1))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
180,Cannon,FALSE,"((""Solarium"", 1),(""Wood"", 5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
181,Cannon,TRUE,"((""Bethlium"", 5),(""Onion"", 1))",0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,Cannon,TRUE,"((""Bone"", 5),(""Onion"", 1))",0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,Cannon,FALSE,"((""Rock"", 5),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0
184,Cannon,FALSE,"((""Bethlium"", 5),(""Rock"", 1))",0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,Cannon,FALSE,"((""Aruldite"", 5),(""Rock"", 1))",0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,Cannon,FALSE,"((""Planetarium"", 4.5),(""Tedium"", 1.5))",0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1.5,0,0,0
187,Cannon,TRUE,"((""Aruldite"", 4),(""Tedium"", 2))",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
188,Cannon,TRUE,"((""Aruldite"", 5),(""Onion"", 1))",0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,Cannon,FALSE,"((""Moron"", 1),(""Solarium"", 5))",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
190,Cannon,FALSE,"((""Aruldite"", 5),(""Herbirite"", 1))",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Cannon,FALSE,"((""Aruldite"", 3),(""Paladium"", 3))",0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
192,Cannon,FALSE,"((""Aruldite"", 5),(""Moron"", 1))",0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,Cannon,FALSE,"((""Aruldite"", 5),(""Wood"", 1))",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,Cannon,TRUE,"((""Onion"", 1),(""Solarium"", 5))",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
195,Cannon,FALSE,"((""Onion"", 1),(""Planetarium"", 5))",0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
196,Cannon,FALSE,"((""Herbirite"", 3),(""Onion"", 3))",0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
197,Cannon,FALSE,"((""Onion"", 1),(""Valium"", 5))",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
198,Cannon,TRUE,"((""Onion"", 6))",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
199,Cannon,FALSE,"((""Tedium"", 6))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
200,Cannon,FALSE,"((""Solarium"", 6))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
201,Cannon,FALSE,"((""Aruldite"", 6))",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Cannon,FALSE,"((""Aquarium"", 1),(""Bethlium"", 5))",0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Cannon,FALSE,"((""Aquarium"", 1),(""Solarium"", 5))",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
204,Cannon,FALSE,"((""Aquarium"", 1),(""Aruldite"", 5))",0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Cannon,FALSE,"((""Aquarium"", 5),(""Onion"", 1))",0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,Cannon,FALSE,"((""Bethlium"", 5))",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Cannon,FALSE,"((""Onion"", 1))",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,Cannon,FALSE,"((""Solarium"", 5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
209,Cannon,FALSE,"((""Aruldite"", 5))",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Cannon,FALSE,"((""Bethlium"", 6))",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Cannon,FALSE,"((""Bethlium"", 5),(""Yeridium"", 1))",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Cannon,FALSE,"((""Tedium"", 1),(""Yeridium"", 5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
213,Cannon,FALSE,"((""Bethlium"", 5),(""Slate"", 1))",0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,Cannon,FALSE,"((""Slate"", 5),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
215,Cannon,FALSE,"((""Paladium"", 5),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
216,Cannon,FALSE,"((""Onion"", 1),(""Paladium"", 5))",0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
217,Cannon,TRUE,"((""Bethlium"", 5),(""Tedium"", 1))",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,Cannon,FALSE,"((""Aquarium"", 5),(""Tedium"", 1))",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,Cannon,FALSE,"((""Onion"", 5),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
220,Cannon,FALSE,"((""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,Biplane,FALSE,"((""Aruldite"", 1.5),(""Onion"", 0.5),(""Slate"", 4))",0,0,1.5,0,0,0,0,0,0,0.5,0,0,0,0,4,0,0,0,0,0
222,Biplane,FALSE,"((""Aruldite"", 1.5),(""Tedium"", 0.5),(""Wood"", 4))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0
223,Biplane,FALSE,"((""Aruldite"", 1.5),(""Rock"", 4),(""Tedium"", 0.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0.5,0,0,0
224,Biplane,FALSE,"((""Aruldite"", 1.5),(""Onion"", 0.5),(""Wood"", 4))",0,0,1.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4,0
225,Biplane,FALSE,"((""Moron"", 4.5),(""Solarium"", 1.5))",0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,1.5,0,0,0,0
226,Biplane,TRUE,"((""Bethlium"", 1.5),(""Moron"", 4),(""Onion"", 0.5))",0,0,0,1.5,0,0,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0
227,Biplane,FALSE,"((""Aquarium"", 3.5),(""Bethlium"", 2),(""Tedium"", 0.5))",0,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
228,Biplane,FALSE,"((""Bethlium"", 1.5),(""Moron"", 4),(""Yeridium"", 0.5))",0,0,0,1.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.5
229,Biplane,FALSE,"((""Bethlium"", 1.5),(""Onion"", 0.5),(""Valium"", 4))",0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4,0,0
230,Biplane,FALSE,"((""Onion"", 0.5),(""Solarium"", 1.5),(""Valium"", 4))",0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.5,0,4,0,0
231,Biplane,FALSE,"((""Aruldite"", 1.5),(""Moron"", 4),(""Paladium"", 0.5))",0,0,1.5,0,0,0,0,0,4,0,0.5,0,0,0,0,0,0,0,0,0
232,Biplane,FALSE,"((""Planetarium"", 4),(""Solarium"", 1),(""Tedium"", 1))",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0
233,Biplane,FALSE,"((""Aruldite"", 1.5),(""Planetarium"", 4),(""Tedium"", 0.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0.5,0,0,0
234,Biplane,FALSE,"((""Aruldite"", 1.5),(""Onion"", 0.5),(""Planetarium"", 4))",0,0,1.5,0,0,0,0,0,0,0.5,0,0,4,0,0,0,0,0,0,0
235,Biplane,FALSE,"((""Aruldite"", 1.5),(""Moron"", 4))",0,0,1.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
236,Biplane,FALSE,"((""Aruldite"", 1.5),(""Tedium"", 0.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
237,Biplane,TRUE,"((""Aruldite"", 1.5),(""Moron"", 4),(""Tedium"", 0.5))",0,0,1.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0
238,Biplane,FALSE,"((""Aruldite"", 1.5),(""Herbirite"", 0.5),(""Moron"", 4))",0,0,1.5,0,0,0.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
239,Biplane,FALSE,"((""Aquarium"", 1.5),(""Moron"", 4),(""Onion"", 0.5))",0,1.5,0,0,0,0,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0
240,Biplane,FALSE,"((""Moron"", 4),(""Onion"", 0.5),(""Paladium"", 1.5))",0,0,0,0,0,0,0,0,4,0.5,1.5,0,0,0,0,0,0,0,0,0
241,Biplane,FALSE,"((""Bethlium"", 1.5),(""Tedium"", 4),(""Yeridium"", 0.5))",0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.5
242,Biplane,FALSE,"((""Bethlium"", 1.5),(""Onion"", 0.5),(""Planetarium"", 4))",0,0,0,1.5,0,0,0,0,0,0.5,0,0,4,0,0,0,0,0,0,0
243,Biplane,FALSE,"((""Bethlium"", 5.5),(""Tedium"", 0.5))",0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
244,Biplane,FALSE,"((""Moron"", 5.5),(""Tedium"", 0.5))",0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0.5,0,0,0
245,Biplane,FALSE,"((""Moron"", 4),(""Tedium"", 2))",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
246,Biplane,FALSE,"((""Moron"", 4),(""Solarium"", 1.5))",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1.5,0,0,0,0
247,Biplane,FALSE,"((""Alien"", 1.5),(""Moron"", 4),(""Tedium"", 0.5))",1.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0
248,Biplane,FALSE,"((""Aruldite"", 1.5),(""Onion"", 4.5))",0,0,1.5,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0
249,Biplane,FALSE,"((""Aruldite"", 5.5),(""Onion"", 0.5))",0,0,5.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
250,Biplane,FALSE,"((""Solarium"", 5.5),(""Tedium"", 0.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0.5,0,0,0
251,Biplane,FALSE,"((""Solarium"", 1.5),(""Tedium"", 4.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4.5,0,0,0
252,Biplane,FALSE,"((""Aruldite"", 5.5),(""Tedium"", 0.5))",0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
253,Biplane,FALSE,"((""Aruldite"", 1.5),(""Tedium"", 4.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0
254,Biplane,FALSE,"((""Aruldite"", 2.5),(""Moron"", 3.5))",0,0,2.5,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
255,Biplane,FALSE,"((""Moron"", 4),(""Onion"", 2))",0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
256,Biplane,FALSE,"((""Bethlium"", 5.5),(""Onion"", 0.5))",0,0,0,5.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
257,Jet,FALSE,"((""Paladium"", 1.5),(""Tedium"", 5.5),(""Wood"", 0.5))",0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,5.5,0,0.5,0
258,Jet,FALSE,"((""Bethlium"", 0.5),(""Onion"", 5.5),(""Paladium"", 1.5))",0,0,0,0.5,0,0,0,0,0,5.5,1.5,0,0,0,0,0,0,0,0,0
259,Jet,FALSE,"((""Aquarium"", 1.5),(""Slate"", 6))",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
260,Jet,TRUE,"((""Aquarium"", 1.5),(""Slate"", 0.5),(""Tedium"", 5.5))",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5.5,0,0,0
261,Jet,FALSE,"((""Parasite"", 1.5),(""Slate"", 0.5),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.5,0,5.5,0,0,0
262,Jet,TRUE,"((""Aquarium"", 2),(""Moonlite"", 0.5),(""Tedium"", 5))",0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,5,0,0,0
263,Jet,FALSE,"((""Moonlite"", 1),(""Tedium"", 5),(""Yeridium"", 1.5))",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1.5
264,Jet,FALSE,"((""Paladium"", 1.5),(""Slate"", 0.5),(""Yeridium"", 5.5))",0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.5,0,0,0,0,5.5
265,Jet,FALSE,"((""Aquarium"", 1.5),(""Aruldite"", 0.5),(""Tedium"", 5.5))",0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0
266,Jet,FALSE,"((""Onion"", 6.5),(""Planetarium"", 1))",0,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,0,0,0,0,0
267,Jet,FALSE,"((""Onion"", 5.5),(""Planetarium"", 2))",0,0,0,0,0,0,0,0,0,5.5,0,0,2,0,0,0,0,0,0,0
268,Jet,FALSE,"((""Aquarium"", 1.5),(""Tedium"", 5.5))",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0
269,Jet,FALSE,"((""Onion"", 7),(""Slate"", 0.5))",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.5,0,0,0,0,0
270,Jet,FALSE,"((""Onion"", 5.5),(""Slate"", 2))",0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,2,0,0,0,0,0
271,Jet,FALSE,"((""Paladium"", 7),(""Slate"", 0.5))",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.5,0,0,0,0,0
272,Jet,FALSE,"((""Paladium"", 1.5),(""Slate"", 6))",0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,6,0,0,0,0,0
273,Jet,FALSE,"((""Slate"", 2),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.5,0,0,0
274,Jet,FALSE,"((""Moonlite"", 2),(""Tedium"", 5.5))",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.5,0,0,0
275,Jet,FALSE,"((""Moonlite"", 6),(""Paladium"", 1.5))",0,0,0,0,0,0,0,6,0,0,1.5,0,0,0,0,0,0,0,0,0
276,Jet,FALSE,"((""Paladium"", 2),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.5,0,0,0
277,Jet,FALSE,"((""Onion"", 2))",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
278,Jet,FALSE,"((""Planetarium"", 0.5),(""Tedium"", 7))",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,7,0,0,0
279,Jet,FALSE,"((""Paladium"", 7),(""Planetarium"", 0.5))",0,0,0,0,0,0,0,0,0,0,7,0,0.5,0,0,0,0,0,0,0
280,Jet,FALSE,"((""Aquarium"", 7),(""Planetarium"", 0.5))",0,7,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
281,Jet,FALSE,"((""Aquarium"", 1.5),(""Planetarium"", 6))",0,1.5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
282,Jet,FALSE,"((""Paladium"", 1.5),(""Tedium"", 6))",0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,6,0,0,0
283,Jet,FALSE,"((""Onion"", 6),(""Paladium"", 1.5))",0,0,0,0,0,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,0
284,Jet,FALSE,"((""Onion"", 5.5),(""Paladium"", 2))",0,0,0,0,0,0,0,0,0,5.5,2,0,0,0,0,0,0,0,0,0
285,Jet,TRUE,"((""Paladium"", 1.5),(""Planetarium"", 0.5),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0,0,0,5.5,0,0,0
286,Jet,FALSE,"((""Aruldite"", 1.5),(""Planetarium"", 0.5),(""Tedium"", 5.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,5.5,0,0,0
287,Jet,FALSE,"((""Aquarium"", 1.5),(""Planetarium"", 0.5))",0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
288,Jet,FALSE,"((""Moonlite"", 2),(""Onion"", 5.5))",0,0,0,0,0,0,0,2,0,5.5,0,0,0,0,0,0,0,0,0,0
289,Jet,FALSE,"((""Aquarium"", 2),(""Onion"", 5.5))",0,2,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0
290,Jet,FALSE,"((""Aquarium"", 1.5),(""Onion"", 6))",0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
291,Jet,FALSE,"((""Aquarium"", 1.5),(""Tedium"", 6))",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
292,Jet,FALSE,"((""Aquarium"", 2),(""Tedium"", 5.5))",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0
293,Jet,FALSE,"((""Rock"", 1.5),(""Slate"", 0.5),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,5.5,0,0,0
294,Jet,FALSE,"((""Aruldite"", 1.5),(""Onion"", 5.5),(""Slate"", 0.5))",0,0,1.5,0,0,0,0,0,0,5.5,0,0,0,0,0.5,0,0,0,0,0
295,Jet,FALSE,"((""Aquarium"", 1.5),(""Onion"", 5.5),(""Valium"", 0.5))",0,1.5,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0.5,0,0
296,Jet,FALSE,"((""Moron"", 0.5),(""Onion"", 5.5),(""Paladium"", 1.5))",0,0,0,0,0,0,0,0,0.5,5.5,1.5,0,0,0,0,0,0,0,0,0
297,Jet,FALSE,"((""Moron"", 0.5),(""Paladium"", 1.5),(""Tedium"", 5.5))",0,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0,0,5.5,0,0,0
298,Jet,FALSE,"((""Onion"", 5.5),(""Paladium"", 1.5),(""Tedium"", 0.5))",0,0,0,0,0,0,0,0,0,5.5,1.5,0,0,0,0,0,0.5,0,0,0
299,NuclearMissile,FALSE,"((""Aruldite"", 0.5),(""Paladium"", 3),(""Wood"", 4))",0,0,0.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
300,NuclearMissile,FALSE,"((""Aruldite"", 1.5),(""Wood"", 3))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
301,NuclearMissile,FALSE,"((""Bethlium"", 0.5),(""Wood"", 3))",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
302,NuclearMissile,FALSE,"((""Moron"", 4),(""Paladium"", 3),(""Wood"", 0.5))",0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0.5,0
303,NuclearMissile,FALSE,"((""Paladium"", 3),(""Rock"", 0.5))",0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0
304,NuclearMissile,FALSE,"((""Aquarium"", 2),(""Rock"", 1.5))",0,2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0
305,NuclearMissile,FALSE,"((""Aquarium"", 1.5),(""Slate"", 1.5))",0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
306,NuclearMissile,FALSE,"((""Aquarium"", 2),(""Planetarium"", 1.5))",0,2,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
307,NuclearMissile,FALSE,"((""Aquarium"", 3))",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,NuclearMissile,FALSE,"((""Bethlium"", 3.5))",0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,NuclearMissile,FALSE,"((""Paladium"", 6),(""Solarium"", 1.5))",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.5,0,0,0,0
310,NuclearMissile,FALSE,"((""Solarium"", 2.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
311,NuclearMissile,FALSE,"((""Solarium"", 3.5))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
312,NuclearMissile,FALSE,"((""Moonlite"", 2.5),(""Solarium"", 1))",0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1,0,0,0,0
313,NuclearMissile,FALSE,"((""Bethlium"", 0.5),(""Solarium"", 2.5))",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
314,NuclearMissile,FALSE,"((""Aquarium"", 2),(""Tedium"", 1.5))",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
315,NuclearMissile,FALSE,"((""Aruldite"", 2.5))",0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,NuclearMissile,FALSE,"((""Aruldite"", 1.5),(""Yeridium"", 3))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
317,NuclearMissile,FALSE,"((""Aruldite"", 3.5))",0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,NuclearMissile,FALSE,"((""Aquarium"", 5),(""Aruldite"", 2.5))",0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,NuclearMissile,FALSE,"((""Aquarium"", 4),(""Aruldite"", 3.5))",0,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,NuclearMissile,FALSE,"((""Aruldite"", 1.5),(""Tedium"", 2.5))",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0
321,NuclearMissile,FALSE,"((""Paladium"", 3))",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
322,NuclearMissile,FALSE,"((""Paladium"", 2.5))",0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
323,NuclearMissile,FALSE,"((""Aruldite"", 4.5),(""Paladium"", 3))",0,0,4.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
324,NuclearMissile,FALSE,"((""Aruldite"", 1.5),(""Paladium"", 6))",0,0,1.5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
325,NuclearMissile,FALSE,"((""Bethlium"", 1.5),(""Paladium"", 6))",0,0,0,1.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
326,NuclearMissile,FALSE,"((""Aquarium"", 6),(""Bethlium"", 1.5))",0,6,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,NuclearMissile,FALSE,"((""Aquarium"", 3),(""Bethlium"", 4.5))",0,3,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,NuclearMissile,TRUE,"((""Aquarium"", 2.5),(""Bethlium"", 0.5))",0,2.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,NuclearMissile,TRUE,"((""Aquarium"", 2),(""Aruldite"", 1.5))",0,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,NuclearMissile,FALSE,"((""Aruldite"", 1.5),(""Paladium"", 2.5),(""Tedium"", 3.5))",0,0,1.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,3.5,0,0,0
331,NuclearMissile,TRUE,"((""Bethlium"", 1),(""Yeridium"", 3))",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
332,NuclearMissile,TRUE,"((""Aquarium"", 3),(""Solarium"", 1.5))",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
333,NuclearMissile,TRUE,"((""Paladium"", 2),(""Solarium"", 1.5))",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.5,0,0,0,0
334,NuclearMissile,FALSE,"((""Solarium"", 1.5),(""Valium"", 2))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2,0,0
